FileName,Class_Label,Primary_Manufacturing_Label,Density_g_cc,Ultimate_Tensile_Strength_Average_MPa,Melting_Point_C
bushing_0286.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0287.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0288.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0289.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0290.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0291.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0292.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0293.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0294.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0295.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0296.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0297.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0298.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0299.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0300.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0301.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0302.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0303.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0304.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0305.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0306.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0307.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0308.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0309.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
headless_screws_0000.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0001.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0002.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0003.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0004.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0005.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0006.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0007.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0008.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0009.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0010.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0011.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0012.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0013.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0014.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0015.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0016.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0017.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0018.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0019.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0020.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0021.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0022.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0023.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0024.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0025.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0026.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0027.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0028.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0029.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0030.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0031.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0032.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0033.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0034.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0035.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0036.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0037.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0038.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0039.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0040.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0041.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0042.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0043.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0044.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0045.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0046.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0047.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0048.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0049.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0050.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0051.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0052.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0053.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0054.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0055.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0056.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0057.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0058.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0059.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0060.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0061.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0062.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0063.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0064.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0065.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0066.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0067.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0068.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0069.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0070.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0071.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0072.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0073.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0074.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0075.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0076.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0077.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0078.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0079.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0080.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0081.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0082.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0083.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0084.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0085.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0086.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0087.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0088.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0089.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0090.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0091.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0092.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0093.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0094.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0095.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0096.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0097.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0098.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0099.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0100.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0101.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0102.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0103.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0104.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0105.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0106.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0107.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0108.stl_128.binvox,2,2,-1.137581804,-1.395910755,-1.104602418
headless_screws_0109.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0110.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0111.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0112.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0113.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0114.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0115.stl_128.binvox,2,0,1.038756598,-0.463606076,-0.053453391
headless_screws_0116.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0117.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0118.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0119.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0120.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0121.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0122.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0123.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0124.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0125.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0126.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0127.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0128.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0129.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0130.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0131.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0132.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0133.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0134.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0135.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0136.stl_128.binvox,2,2,-1.471396116,-1.193924955,-1.327695233
headless_screws_0137.stl_128.binvox,2,0,1.051192817,0.601188284,0.842937557
headless_screws_0138.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0139.stl_128.binvox,2,0,-0.96412927,-0.240080542,-0.600131279
headless_screws_0140.stl_128.binvox,2,0,-0.371772502,-0.101901122,1.576531046
headless_screws_0141.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0142.stl_128.binvox,2,2,-1.137581804,-1.395910755,-1.104602418
headless_screws_0143.stl_128.binvox,2,0,0.770396073,0.552419076,1.043922075
headless_screws_0144.stl_128.binvox,2,0,0.770396073,1.019790646,0.983626719
headless_screws_0145.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0146.stl_128.binvox,2,0,0.93075785,-0.126285725,0.008851809
headless_screws_0147.stl_128.binvox,2,0,0.770396073,1.304277689,1.043922075
headless_screws_0148.stl_128.binvox,2,0,1.130391899,2.137418314,1.094168204
headless_screws_0149.stl_128.binvox,2,2,-1.386306193,-1.231721091,-1.416128421
headless_screws_0150.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
headless_screws_0151.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0152.stl_128.binvox,2,2,-1.392851572,-1.402819726,-1.540738821
headless_screws_0153.stl_128.binvox,2,0,0.685306151,0.572739579,1.204709689
machine_key_0000.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0001.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0002.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0003.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0004.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0005.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0006.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0007.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0008.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0009.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0010.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0011.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0012.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0013.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0014.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0015.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0016.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0017.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0018.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0019.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0020.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0021.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0022.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0023.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0024.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0025.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0026.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0027.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0028.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0029.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0030.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0031.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0032.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0033.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0034.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0035.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0036.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0037.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0038.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0039.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0040.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0041.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0042.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0043.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0044.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0045.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0046.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0047.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0048.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0049.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0050.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0051.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0052.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0053.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0054.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0055.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0056.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0057.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0058.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0059.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0060.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0061.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0062.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0063.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0064.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0065.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0066.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0067.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0068.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0069.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0070.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0071.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0072.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0073.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0074.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
machine_key_0075.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0076.stl_128.binvox,3,1,0.727851112,0.288252537,0.652002265
machine_key_0077.stl_128.binvox,3,1,0.721305733,1.040111149,0.652002265
miter_gears_0000.stl_128.binvox,4,2,-1.471396116,-1.193924955,-1.327695233
miter_gears_0001.stl_128.binvox,4,1,0.721305733,1.040111149,0.652002265
miter_gears_0002.stl_128.binvox,4,1,0.721305733,0.430496058,0.652002265
miter_gears_0003.stl_128.binvox,4,1,0.721305733,1.040111149,0.652002265
miter_gears_0004.stl_128.binvox,4,1,0.721305733,1.527803222,0.652002265
miter_gears_0005.stl_128.binvox,4,1,0.721305733,0.430496058,0.652002265
miter_gears_0006.stl_128.binvox,4,1,0.721305733,0.430496058,0.652002265
miter_gears_0007.stl_128.binvox,4,2,-1.471396116,-1.193924955,-1.327695233
miter_gears_0008.stl_128.binvox,4,1,0.770396073,1.304277689,1.043922075
miter_gears_0009.stl_128.binvox,4,1,0.721305733,1.527803222,0.652002265
miter_gears_0010.stl_128.binvox,4,2,-1.386306193,-1.231721091,-1.416128421
miter_gears_0011.stl_128.binvox,4,1,0.721305733,0.430496058,0.652002265
miter_gears_0012.stl_128.binvox,4,2,-1.386306193,-1.231721091,-1.416128421
miter_gears_0013.stl_128.binvox,4,2,-1.471396116,-1.193924955,-1.327695233
miter_gears_0014.stl_128.binvox,4,1,0.770396073,1.304277689,1.043922075
rectangular_gear_rack_0001.stl_128.binvox,5,1,0.727851112,0.288252537,0.652002265
rectangular_gear_rack_0002.stl_128.binvox,5,1,0.770396073,0.552419076,1.043922075
rectangular_gear_rack_0003.stl_128.binvox,5,1,0.721305733,1.162034168,1.076079597
rectangular_gear_rack_0004.stl_128.binvox,5,1,0.770396073,0.552419076,1.043922075
rectangular_gear_rack_0005.stl_128.binvox,5,1,0.704942287,3.860596972,1.204709689
rectangular_gear_rack_0006.stl_128.binvox,5,1,0.93075785,-0.126285725,0.008851809
rectangular_gear_rack_0007.stl_128.binvox,5,1,0.770396073,0.552419076,1.043922075
rectangular_gear_rack_0008.stl_128.binvox,5,2,-1.471396116,-1.193924955,-1.327695233
rectangular_gear_rack_0010.stl_128.binvox,5,2,-1.386306193,-1.231721091,-1.416128421
rectangular_gear_rack_0011.stl_128.binvox,5,1,0.721305733,1.040111149,0.652002265
rectangular_gear_rack_0012.stl_128.binvox,5,2,-1.471396116,-1.193924955,-1.327695233
rectangular_gear_rack_0013.stl_128.binvox,5,1,0.727851112,0.288252537,0.652002265
rectangular_gear_rack_0015.stl_128.binvox,5,2,-1.386306193,-1.231721091,-1.416128421
rectangular_gear_rack_0016.stl_128.binvox,5,1,0.721305733,1.162034168,1.076079597
rectangular_gear_rack_0017.stl_128.binvox,5,1,0.93075785,-0.126285725,0.008851809
rectangular_gear_rack_0019.stl_128.binvox,5,1,0.727851112,0.288252537,0.652002265
rectangular_gear_rack_0020.stl_128.binvox,5,1,0.721305733,1.040111149,0.652002265
rectangular_gear_rack_0021.stl_128.binvox,5,1,0.704942287,3.860596972,1.204709689
rectangular_gear_rack_0022.stl_128.binvox,5,1,0.704942287,3.860596972,1.204709689
rotary_shaft_0000.stl_128.binvox,6,0,0.721305733,1.162034168,1.076079597
rotary_shaft_0001.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0002.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0003.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0004.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0005.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0006.stl_128.binvox,6,0,0.721305733,1.162034168,1.076079597
rotary_shaft_0007.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0008.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0009.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0010.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0011.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0012.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0013.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0014.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0015.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0016.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0017.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0018.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0019.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0020.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0021.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0022.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0023.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0024.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0025.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0026.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0027.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0028.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0029.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0030.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0031.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0032.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0033.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0034.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0035.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0036.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0037.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0038.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0039.stl_128.binvox,6,0,0.721305733,1.162034168,1.076079597
rotary_shaft_0040.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0041.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0042.stl_128.binvox,6,0,0.770396073,0.552419076,1.043922075
rotary_shaft_0043.stl_128.binvox,6,0,0.770396073,1.304277689,1.043922075
rotary_shaft_0044.stl_128.binvox,6,0,0.770396073,1.019790646,0.983626719
rotary_shaft_0045.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0046.stl_128.binvox,6,0,-0.937947756,-0.744029018,-0.760918893
rotary_shaft_0047.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
rotary_shaft_0048.stl_128.binvox,6,0,0.721305733,1.040111149,0.652002265
